area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
51690,5,1023,73,0,2020,4,,62,243,236,240,3574079,142618,1107,1147,,0.7,0.47,0.46,0.46,0.44,0.35,0.25,0.96,,1,1.6,-26,-9.7,-24,-9.2,-25,-9.4,697783,24.3,17715,14.2,-107,-8.8,311,37.2
51700,1,1023,73,0,2020,4,,1,2,2,2,50798,0,0,1954,,3.39,0.23,0.23,0.22,0.19,0,0,0.84,,0,0,1,100,1,100,1,100,20905,69.9,0,0,0,0,-345,-15
51700,5,1023,73,0,2020,4,,452,3298,3240,3317,49624854,2084352,25320,1162,,1.23,0.56,0.55,0.56,0.33,0.69,0.63,0.58,,-8,-1.7,-11,-0.3,-125,-3.7,-45,-1.3,2414760,5.1,-369754,-15.1,-7582,-23,76,7
51710,1,1023,73,0,2020,4,,1,0,0,0,0,0,0,0,,2.25,0,0,0,0,0,0,0,,0,0,-1,-100,-1,-100,-1,-100,-32547,-100,0,0,0,0,-2504,-100
51710,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,0.9,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51710,5,1023,73,0,2020,4,,565,7118,7142,7154,163776752,12576634,43753,1765,,1.02,0.92,0.92,0.92,0.77,2.94,0.85,0.84,,6,1.1,-674,-8.6,-581,-7.5,-599,-7.7,-4234905,-2.5,-2766325,-18,-15741,-26.5,99,5.9
51720,5,1023,73,0,2020,4,,21,78,80,79,910367,44707,356,886,,0.99,0.42,0.43,0.42,0.26,0.42,0.32,0.62,,2,10.5,-5,-6,-1,-1.2,-2,-2.5,30858,3.5,8721,24.2,-143,-28.7,58,7
51730,5,1023,73,0,2020,4,,67,321,316,310,4334887,142139,2159,1056,,0.79,0.46,0.46,0.45,0.34,0.33,0.5,0.74,,-7,-9.5,-39,-10.8,-47,-12.9,-41,-11.7,-4713,-0.1,-68682,-32.6,-1049,-32.7,124,13.3
51735,5,1023,73,0,2020,4,,25,75,73,75,1175191,62176,860,1216,,1.08,0.73,0.72,0.75,0.72,0.91,1.48,0.98,,3,13.6,3,4.2,3,4.3,4,5.6,305624,35.1,11565,22.9,555,182,274,29.1
51740,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,2.98,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51740,5,1023,73,0,2020,4,,152,733,736,745,9253466,442795,5569,965,,0.9,0.29,0.29,0.29,0.14,0.34,0.3,0.49,,-3,-1.9,-98,-11.8,-104,-12.4,-95,-11.3,-531609,-5.4,-91910,-17.2,-2206,-28.4,66,7.3
51750,5,1023,73,0,2020,4,,46,207,207,204,2372335,128349,2356,886,,1.45,0.62,0.62,0.65,0.36,0.88,1.61,0.58,,3,7,0,0,3,1.5,4,2,-96792,-3.9,-15153,-10.6,1061,81.9,-47,-5
51760,1,1023,73,0,2020,4,,2,15,15,15,369810,0,0,1896,,3.39,1.17,1.16,1.16,0.81,0,0,0.7,,0,0,0,0,-1,-6.2,1,7.1,29871,8.8,0,0,0,0,153,8.8
51760,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,1.36,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51760,5,1023,73,0,2020,4,,777,10552,10566,10598,326002375,5027804,79706,2372,,1.06,1.23,1.23,1.24,1.26,1.19,1.57,1.02,,45,6.1,-544,-4.9,-500,-4.5,-469,-4.2,39563802,13.8,-332311,-6.2,20790,35.3,383,19.3
51770,1,1023,73,0,2020,4,,1,1,1,1,47923,0,0,3686,,4.03,0.18,0.18,0.18,0.32,0,0,1.74,,0,0,-1,-50,-1,-50,0,0,-8510,-15.1,0,0,0,0,1081,41.5
51770,5,1023,73,0,2020,4,,345,3640,3626,3627,74631577,1618418,19252,1581,,1.12,1,0.99,0.98,0.86,0.81,1.02,0.87,,-3,-0.9,-184,-4.8,-240,-6.2,-285,-7.3,7697827,11.5,-96429,-5.6,-3019,-13.6,250,18.8
51775,5,1023,73,0,2020,4,,111,691,691,691,11986870,325479,4713,1334,,1.19,0.63,0.63,0.63,0.48,0.53,0.76,0.76,,-2,-1.8,-25,-3.5,-11,-1.6,-16,-2.3,1725782,16.8,9123,2.9,1314,38.7,220,19.7
51790,5,1023,73,0,2020,4,,88,507,504,508,8741533,269263,1485,1328,,1.11,0.82,0.82,0.83,0.83,0.74,0.61,1.01,,-1,-1.1,-40,-7.3,-51,-9.2,-51,-9.1,-118584,-1.3,68624,34.2,-645,-30.3,97,7.9
51800,5,1023,73,0,2020,4,,163,780,785,781,16049726,420616,5892,1579,,0.94,0.41,0.41,0.41,0.36,0.3,0.44,0.87,,6,3.8,-54,-6.5,-39,-4.7,-39,-4.8,1303688,8.8,-57386,-12,-161,-2.7,206,15
51810,1,1023,73,0,2020,4,,2,2,2,2,38612,0,0,1485,,2.18,0.13,0.13,0.13,0.1,0,0,0.76,,0,0,1,100,1,100,0,0,17330,81.4,0,0,0,0,257,20.9
51810,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,0.44,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51810,5,1023,73,0,2020,4,,1516,12594,12573,12575,256054969,7752426,100195,1566,,1.33,1.27,1.27,1.27,1.19,1.05,1.38,0.94,,104,7.4,-290,-2.3,-326,-2.5,-294,-2.3,30810521,13.7,1345,0,-2832,-2.7,221,16.4
51820,5,1023,73,0,2020,4,,63,280,290,291,4968558,117463,1092,1332,,0.93,0.54,0.55,0.55,0.52,0.32,0.34,0.95,,-3,-4.5,-35,-11.1,-25,-7.9,-32,-9.9,55876,1.1,-53134,-31.1,-920,-45.7,142,11.9
51830,5,1023,73,0,2020,4,,55,277,274,272,7826029,158589,1437,2194,,1.15,0.43,0.43,0.44,0.62,0.47,0.34,1.42,,1,1.9,26,10.4,26,10.5,20,7.9,-342697,-4.2,39707,33.4,516,56,-316,-12.6
51840,1,1023,73,0,2020,4,,1,1,1,1,41899,0,0,3223,,9.25,0.46,0.46,0.45,0.69,0,0,1.51,,0,0,0,0,0,0,0,0,2634,6.7,0,0,0,0,203,6.7
51840,5,1023,73,0,2020,4,,144,826,830,832,19123744,423610,5848,1774,,1.07,0.57,0.57,0.57,0.55,0.48,0.78,0.97,,-5,-3.4,-177,-17.6,-167,-16.8,-163,-16.4,676853,3.7,-92931,-18,-1305,-18.2,353,24.8
51999,1,1023,73,0,2020,4,,2,22,23,22,734744,0,0,2531,,0.74,1.65,1.7,1.62,1.15,0,0,0.69,,0,0,16,266.7,16,228.6,16,266.7,553992,306.5,0,0,0,0,336,15.3
51999,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,0.15,0,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51999,5,1023,73,0,2020,4,,1879,11831,12028,12209,322174037,8520365,133277,2061,,0.56,1.33,1.34,1.35,0.89,0.81,0.72,0.66,,400,27,1501,14.5,1549,14.8,1718,16.4,58901639,22.4,832751,10.8,16114,13.8,120,6.2
53000,1,1023,53,0,2020,4,,18,141,143,140,4033064,0,0,2195,,0.96,0.49,0.5,0.49,0.36,0,0,0.73,,1,5.9,0,0,2,1.4,2,1.4,90097,2.3,0,0,0,0,29,1.3
53000,2,1023,53,0,2020,4,,3,42,42,42,992362,0,0,1818,,1.06,0.15,0.15,0.15,0.15,0,0,1.01,,0,0,3,7.7,1,2.4,-1,-2.3,79362,8.7,0,0,0,0,105,6.1
53000,3,1023,53,0,2020,4,,60,2636,2632,2622,47381816,6825210,66656,1386,,1.29,2.6,2.58,2.61,2.49,1.65,3.58,0.96,,-2,-3.2,-129,-4.7,-130,-4.7,-134,-4.9,3770104,8.6,-554938,-7.5,-8494,-11.3,171,14.1
53000,5,1023,53,0,2020,4,,18857,147608,147777,147376,3862597787,923372539,6711737,2013,,0.81,0.77,0.78,0.78,0.61,1.14,0.92,0.78,,1119,6.3,-3309,-2.2,-3266,-2.2,-4082,-2.7,504013684,15,32417836,3.6,-22658,-0.3,304,17.8
53001,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,6.21,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53001,5,1023,73,0,2020,4,,32,112,113,120,1352077,647425,3135,904,,0.4,0.21,0.24,0.27,0.15,0.26,0.12,0.61,,0,0,-16,-12.5,-10,-8.1,2,1.7,37644,2.9,-11196,-1.7,-850,-21.3,82,10
53003,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,8.55,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53003,5,1023,73,0,2020,4,,34,155,157,160,2850612,1043319,5412,1394,,0.58,0.41,0.42,0.43,0.39,0.7,0.44,0.93,,5,17.2,-13,-7.7,-11,-6.5,-2,-1.2,457400,19.1,9441,0.9,1094,25.3,285,25.7
53005,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,1.77,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53005,5,1023,73,0,2020,4,,467,2937,2941,2961,60482951,19895768,127175,1579,,0.83,0.56,0.57,0.59,0.44,0.95,0.58,0.78,,29,6.6,-298,-9.2,-294,-9.1,-263,-8.2,11793685,24.2,-502386,-2.5,-9591,-7,420,36.2
53007,1,1023,73,0,2020,4,,1,7,7,7,124717,0,0,1371,,4.02,1.94,2.03,2.04,1.51,0,0,0.76,,0,0,-1,-12.5,-1,-12.5,-1,-12.5,-40149,-24.4,0,0,0,0,-214,-13.5
53007,5,1023,73,0,2020,4,,235,1328,1299,1270,17811722,8948942,53426,1055,,0.76,0.55,0.57,0.56,0.38,0.83,0.47,0.68,,6,2.6,-38,-2.8,-67,-4.9,-85,-6.3,1337806,8.1,268103,3.1,-3856,-6.7,125,13.4
53009,1,1023,73,0,2020,4,,2,2,2,1,39833,0,0,1838,,10.9,1.01,1.01,0.51,0.87,0,0,1.03,,0,0,0,0,0,0,-1,-50,-3216,-7.5,0,0,0,0,182,11
53009,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,4.38,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53009,5,1023,73,0,2020,4,,167,609,603,613,9518422,3884672,25694,1204,,0.73,0.46,0.46,0.47,0.37,0.77,0.53,0.79,,19,12.8,40,7,45,8.1,51,9.1,2681277,39.2,445685,13,4060,18.8,270,28.9
53011,1,1023,73,0,2020,4,,2,8,8,8,248867,0,0,2393,,1.69,0.59,0.58,0.58,0.58,0,0,0.99,,0,0,1,14.3,1,14.3,1,14.3,46240,22.8,0,0,0,0,166,7.5
53011,3,1023,73,0,2020,4,,4,167,168,169,2862849,141323,945,1311,,1.36,3.44,3.41,3.47,3.88,0.64,1.02,1.13,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53011,5,1023,73,0,2020,4,,1213,8490,8490,8569,224093546,52150934,412002,2024,,0.82,0.93,0.93,0.94,0.91,1.2,1.13,0.98,,109,9.9,-20,-0.2,8,0.1,117,1.4,32377554,16.9,2992559,6.1,11429,2.9,285,16.4
53013,5,1023,73,0,2020,4,,10,26,27,27,586765,115655,669,1693,,0.46,0.33,0.36,0.33,0.36,0.44,0.3,1.04,,-1,-9.1,-2,-7.1,-1,-3.6,-1,-3.6,169153,40.5,-3006,-2.5,198,42,546,47.6
53015,3,1023,73,0,2020,4,,3,45,45,43,691545,106744,235,1200,,5.27,3.78,3.74,3.6,4.28,2.05,0.91,1.15,,0,0,6,15.4,7,18.4,7,19.4,113310,19.6,7593,7.7,-102,-30.3,19,1.6
53015,5,1023,73,0,2020,4,,215,1376,1374,1366,23549312,10882127,67252,1320,,0.75,0.61,0.61,0.61,0.44,1.06,0.66,0.72,,23,12,99,7.8,91,7.1,61,4.7,4572930,24.1,2103246,24,23071,52.2,187,16.5
53017,5,1023,73,0,2020,4,,65,273,267,269,3228134,1622571,16967,921,,0.58,0.37,0.39,0.41,0.26,0.5,0.44,0.66,,3,4.8,-18,-6.2,-18,-6.3,-16,-5.6,117959,3.8,-21693,-1.3,594,3.6,87,10.4
53019,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,18.56,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53019,5,1023,73,0,2020,4,,9,31,34,34,247212,216352,768,576,,0.33,0.3,0.34,0.34,0.13,0.59,0.17,0.4,,0,0,-5,-13.9,1,3,2,6.2,-11039,-4.3,2056,1,-759,-49.7,-14,-2.4
53021,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,1.92,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53021,5,1023,73,0,2020,4,,109,614,606,598,9328678,3596962,23515,1184,,0.42,0.31,0.32,0.32,0.23,0.37,0.2,0.74,,3,2.8,-63,-9.3,-49,-7.5,-38,-6,264230,2.9,37729,1.1,-5166,-18,121,11.4
53023,5,1023,73,0,2020,4,N,3,0,0,0,0,0,0,0,N,0.34,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53025,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,3.33,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53025,5,1023,73,0,2020,4,,176,781,770,768,11911252,4098422,44465,1185,,0.59,0.33,0.35,0.36,0.24,0.39,0.32,0.7,,12,7.3,-13,-1.6,-16,-2,4,0.5,2543914,27.2,-75068,-1.8,-7388,-14.2,263,28.5
53027,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,2.3,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53027,5,1023,73,0,2020,4,,150,677,676,676,9627953,4527636,32746,1095,,0.69,0.53,0.54,0.54,0.39,0.86,0.7,0.72,,12,8.7,31,4.8,21,3.2,19,2.9,2061348,27.2,415294,10.1,957,3,203,22.8
53029,5,1023,73,0,2020,4,,159,599,600,589,9024703,3865671,18973,1165,,0.81,0.63,0.63,0.63,0.47,0.9,0.69,0.74,,17,12,-2,-0.3,2,0.3,-18,-3,1480111,19.6,103834,2.8,-526,-2.7,201,20.9
53031,5,1023,73,0,2020,4,,67,270,275,276,3713564,1794857,13799,1044,,0.65,0.54,0.56,0.57,0.37,0.92,0.94,0.67,,5,8.1,0,0,3,1.1,3,1.1,618225,20,189009,11.8,1454,11.8,168,19.2
53033,1,1023,73,0,2020,4,,3,58,59,58,2013849,0,0,2656,,0.45,0.5,0.5,0.49,0.32,0,0,0.64,,0,0,0,0,0,0,1,1.8,-1153,-0.1,0,0,0,0,-16,-0.6
53033,3,1023,73,0,2020,4,,14,1255,1258,1256,25242192,1103539,7546,1546,,0.84,3.02,2.98,3.01,2.34,0.66,1.06,0.78,,0,0,-118,-8.6,-124,-9,-118,-8.6,1611689,6.8,-913751,-45.3,-4060,-35,225,17
53033,5,1023,73,0,2020,4,,7337,68258,68298,68082,2183682354,419913397,2982214,2463,,0.88,0.87,0.87,0.87,0.61,1.27,1.06,0.7,,364,5.2,-3199,-4.5,-3446,-4.8,-3817,-5.3,240375416,12.4,-1271283,-0.3,-77012,-2.5,378,18.1
53035,3,1023,73,0,2020,4,,4,176,176,177,3099672,1275955,14386,1352,,3.08,6.53,6.44,6.63,7.2,14.3,39.29,1.1,,0,0,-4,-2.2,3,1.7,-6,-3.3,193628,6.7,67727,5.6,1213,9.2,101,8.1
53035,5,1023,73,0,2020,4,,522,2758,2734,2693,53222858,18656032,112436,1501,,0.8,0.54,0.54,0.54,0.37,1.06,0.78,0.69,,31,6.3,-45,-1.6,-65,-2.3,-110,-3.9,7460649,16.3,800859,4.5,7845,7.5,245,19.5
53037,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,3.84,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53037,5,1023,73,0,2020,4,,101,430,427,403,7224420,2876884,16936,1323,,0.77,0.48,0.49,0.49,0.41,0.8,0.46,0.85,,9,9.8,61,16.5,37,9.5,-53,-11.6,2465247,51.8,482463,20.1,-1741,-9.3,419,46.3
53039,5,1023,73,0,2020,4,,39,122,122,124,1445158,860863,5226,906,,0.52,0.3,0.31,0.32,0.16,0.42,0.2,0.51,,4,11.4,6,5.2,4,3.4,8,6.9,296244,25.8,113847,15.2,1100,26.7,148,19.5
53041,3,1023,73,0,2020,4,,3,18,19,21,296532,123118,589,1180,,6.54,2.23,2.29,2.59,3.09,3.38,3.45,1.3,,0,0,0,0,1,5.6,3,16.7,16101,5.7,51519,72,383,185.9,-18,-1.5
53041,5,1023,73,0,2020,4,,147,643,647,655,9119842,4239107,34346,1082,,0.64,0.42,0.42,0.43,0.29,0.59,0.51,0.67,,5,3.5,3,0.5,13,2.1,11,1.7,1661502,22.3,485504,12.9,2311,7.2,185,20.6
53043,5,1023,73,0,2020,4,,16,51,51,51,589939,195241,667,890,,0.35,0.32,0.32,0.33,0.21,0.38,0.12,0.65,,-1,-5.9,-4,-7.3,-3,-5.6,-4,-7.3,6819,1.2,-20208,-9.4,-212,-24.1,69,8.4
53045,5,1023,73,0,2020,4,,81,364,366,370,6905118,2827823,20607,1449,,0.62,0.44,0.44,0.46,0.41,0.84,0.68,0.91,,4,5.2,-7,-1.9,0,0,-4,-1.1,2174285,46,225224,8.7,710,3.6,466,47.4
53047,3,1023,73,0,2020,4,N,3,0,0,0,0,0,0,0,N,8.8,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53047,5,1023,73,0,2020,4,,81,285,285,282,3275902,1551005,14025,887,,0.47,0.29,0.31,0.32,0.21,0.41,0.29,0.68,,7,9.5,-8,-2.7,-2,-0.7,9,3.3,722624,28.3,77661,5.3,2942,26.5,196,28.4
53049,5,1023,73,0,2020,4,,47,187,192,196,2280494,1228665,7171,915,,0.64,0.53,0.55,0.58,0.37,0.88,0.48,0.67,,5,11.9,-1,-0.5,4,2.1,5,2.6,79894,3.6,71819,6.2,-2752,-27.7,19,2.1
53051,5,1023,73,0,2020,4,,19,76,74,71,705989,464673,3396,737,,0.53,0.47,0.46,0.45,0.19,1.14,0.75,0.42,,0,0,10,15.2,9,13.8,-2,-2.7,255515,56.7,135126,41,739,27.8,227,44.5
53053,3,1023,73,0,2020,4,N,3,0,0,0,0,0,0,0,N,0.68,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53053,5,1023,73,0,2020,4,,1796,13289,13373,13327,287022991,88847298,688042,1656,,0.82,0.75,0.75,0.75,0.64,1.17,1.06,0.86,,105,6.2,-533,-3.9,-428,-3.1,-552,-4,35236430,14,1202278,1.4,-76910,-10.1,256,18.3
53055,5,1023,73,0,2020,4,,66,285,274,277,2845700,1519834,12100,786,,0.71,0.9,0.9,0.94,0.47,0.96,1.13,0.52,,5,8.2,27,10.5,46,20.2,54,24.2,401757,16.4,229586,17.8,1846,18,-9,-1.1
53057,1,1023,73,0,2020,4,,1,7,7,7,144557,0,0,1589,,3.32,1.64,1.65,1.67,1.24,0,0,0.75,,0,0,-2,-22.2,-2,-22.2,-1,-12.5,-25062,-14.8,0,0,0,0,84,5.6
53057,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,2.67,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53057,5,1023,73,0,2020,4,,317,1908,1910,1896,39242298,11548024,86660,1585,,0.84,0.67,0.68,0.68,0.59,0.92,0.73,0.87,,18,6,-97,-4.8,-76,-3.8,-97,-4.9,3330314,9.3,1951234,20.3,4784,5.8,200,14.4
53059,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,20.1,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53059,5,1023,73,0,2020,4,N,10,0,0,0,0,0,0,0,N,0.4,0,0,0,0,0,0,0,N,-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53061,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,0.49,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53061,5,1023,73,0,2020,4,,1651,13067,13099,12875,305738399,82694028,667442,1807,,0.81,0.82,0.83,0.82,0.66,1.21,1.18,0.81,,136,9,373,2.9,315,2.5,-9,-0.1,54706853,21.8,10564822,14.6,67658,11.3,297,19.7
53063,1,1023,73,0,2020,4,,3,14,14,14,334756,0,0,1839,,2.38,0.73,0.73,0.73,0.64,0,0,0.87,,0,0,1,7.7,1,7.7,1,7.7,22232,7.1,0,0,0,0,-10,-0.5
53063,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,0.32,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53063,5,1023,73,0,2020,4,,1437,13538,13454,13549,291362192,79804877,590450,1659,,0.91,1.06,1.05,1.06,0.97,1.47,1.13,0.92,,89,6.6,-76,-0.6,-106,-0.8,-55,-0.4,44716756,18.1,2020281,2.6,6443,1.1,263,18.8
53065,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.61,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53065,5,1023,73,0,2020,4,,47,248,253,250,2973687,1077254,9406,914,,0.43,0.39,0.4,0.4,0.25,0.4,0.27,0.63,,0,0,-2,-0.8,0,0,-9,-3.5,672492,29.2,92838,9.4,782,9.1,217,31.1
53067,1,1023,73,0,2020,4,,1,38,37,37,921272,0,0,1898,,1.53,3.82,3.7,3.72,3.15,0,0,0.84,,0,0,0,0,0,0,0,0,52349,6,0,0,0,0,108,6
53067,2,1023,73,0,2020,4,,3,42,42,42,992362,0,0,1818,,30.44,4.26,4.3,4.36,5.81,0,0,1.35,,0,0,3,7.7,1,2.4,-1,-2.3,79362,8.7,0,0,0,0,105,6.1
53067,5,1023,73,0,2020,4,,662,3592,3566,3548,70443695,22463423,180859,1518,,0.81,0.54,0.54,0.54,0.42,0.93,0.84,0.79,,31,4.9,-107,-2.9,-130,-3.5,-141,-3.8,8616081,13.9,1586981,7.6,12154,7.2,231,17.9
53069,5,1023,73,0,2020,4,,8,20,21,21,184469,105726,705,687,,0.62,0.42,0.44,0.45,0.24,0.7,0.45,0.55,,1,14.3,1,5.3,2,10.5,1,5,-16605,-8.3,-12760,-10.8,-175,-19.9,-113,-14.1
53071,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,2.56,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53071,5,1023,73,0,2020,4,,121,865,872,868,13577074,5533856,30030,1203,,0.62,0.52,0.55,0.57,0.4,0.83,0.53,0.73,,-1,-0.8,11,1.3,23,2.7,20,2.4,2865431,26.8,627736,12.8,1892,6.7,234,24.1
53073,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,0.72,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53073,5,1023,73,0,2020,4,,544,3695,3655,3640,69703343,25489478,152526,1464,,0.78,0.75,0.74,0.74,0.61,1.13,0.73,0.82,,23,4.4,90,2.5,73,2,95,2.7,11715296,20.2,3196194,14.3,3481,2.3,217,17.4
53075,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.3,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53075,5,1023,73,0,2020,4,,89,428,430,420,5564980,2491658,16131,1005,,0.76,0.42,0.42,0.41,0.23,0.79,0.88,0.55,,9,11.2,-29,-6.3,-28,-6.1,-53,-11.2,977728,21.3,-52734,-2.1,743,4.8,242,31.7
53077,1,1023,73,0,2020,4,,1,4,5,5,114652,0,0,1890,,1.69,0.4,0.54,0.55,0.53,0,0,1.08,,0,0,0,0,1,25,1,25,10191,9.8,0,0,0,0,-119,-5.9
53077,3,1023,73,0,2020,4,,4,142,143,137,1971262,425962,2428,1078,,2.71,3.95,4.3,4.24,5.32,2.68,2.59,1.28,,0,0,0,0,-3,-2.1,-4,-2.8,282651,16.7,65626,18.2,41,1.7,170,18.7
53077,5,1023,73,0,2020,4,,436,2327,2327,2334,38591849,14614977,95485,1274,,0.59,0.34,0.38,0.38,0.31,0.47,0.26,0.85,,5,1.2,-29,-1.2,-1,0,-14,-0.6,4529219,13.3,896909,6.5,-4797,-4.8,156,14
53999,1,1023,73,0,2020,4,,4,3,4,3,90561,0,0,2090,,22.7,1.64,2.12,1.53,0.93,0,0,0.53,,1,33.3,1,50,2,100,1,50,28665,46.3,0,0,0,0,-291,-12.2
53999,5,1023,73,0,2020,4,N,172,0,0,0,0,0,0,0,N,0.78,0,0,0,0,0,0,0,N,29,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54000,1,1023,53,0,2020,4,,12,76,79,79,1761264,0,0,1737,,3.21,1.33,1.37,1.37,1.25,0,0,0.92,,-6,-33.3,2,2.7,4,5.3,7,9.7,148304,9.2,0,0,0,0,53,3.1
54000,2,1023,53,0,2020,4,N,2,0,0,0,0,0,0,0,N,3.55,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54000,3,1023,53,0,2020,4,,5,40,43,61,544073,3420,53,872,,0.54,0.2,0.21,0.3,0.23,0.02,0.02,0.96,,0,0,-128,-76.2,-81,-65.3,-82,-57.3,-107406,-16.5,-11515,-77.1,-171,-76.3,526,152
54000,5,1023,53,0,2020,4,,4056,24146,24192,24127,368959167,20440201,521930,1175,,0.87,0.63,0.63,0.63,0.46,0.6,0.56,0.73,,32,0.8,-731,-2.9,-517,-2.1,-529,-2.1,16579462,4.7,-2026645,-9,-25530,-4.7,80,7.3
54001,5,1023,73,0,2020,4,,12,87,84,86,834540,79915,1345,749,,0.44,0.41,0.39,0.41,0.21,0.56,0.37,0.51,,1,9.1,0,0,-1,-1.2,3,3.6,-12974,-1.5,11338,16.5,142,11.8,-18,-2.3
54003,1,1023,73,0,2020,4,,1,4,4,4,114803,0,0,2208,,6.55,1.27,1.25,1.24,1.5,0,0,1.2,,0,0,0,0,0,0,0,0,15524,15.6,0,0,0,0,299,15.7
54003,5,1023,73,0,2020,4,,191,890,909,895,15746928,891912,20836,1349,,1,0.42,0.43,0.42,0.36,0.38,0.38,0.86,,1,0.5,-25,-2.7,4,0.4,-17,-1.9,2050457,15,32440,3.8,2459,13.4,192,16.6
